imagen;id_pez;profundidad de cabeza;profundidad cuerpo;profundidad cola;longitud proyectada estimada (px);longitud proyectada estimada (m);longitud real estimada (m);longitud real (m);error absoluto (mm)
corrected_2.jpg;83;0.9510132440777774;0.9537698042055391;0.9537698042055391;47.01063709417264;0.021473988663118646;0.021650191981636417;0.04;18.349808018363582
corrected_2.jpg;84;0.9822405446295851;0.9793172096753304;0.9851813845835659;32.64965543462902;0.015313519034028835;0.015593344889422954;0.04;24.40665511057705
corrected_2.jpg;85;1.2278006807869815;1.2323991852094045;1.2323991852094045;39.05124837953327;0.0230493847928737;0.023503624874750738;0.04;16.496375125249262
corrected_2.jpg;86;0.9321546245068301;0.9321546245068301;0.9348027910537244;41.23105625617661;0.018407102598884627;0.018596618298657306;0.04;21.403381701342695
corrected_2.jpg;87;0.8659225853971342;0.8659225853971342;0.8751345277949761;56.22277118748239;0.023316552037459;0.02507033070497259;0.04;14.929669295027411
corrected_2.jpg;88;0.8502599029739303;0.852462648836557;0.852462648836557;54.91812087098393;0.022421467892336407;0.022529409929742755;0.04;17.470590070257245
corrected_2.jpg;89;0.9242993889070534;0.9242993889070534;0.9242993889070534;32.64965543462902;0.014453208975937326;0.014453208975937326;0.04;25.546791024062674
corrected_2.jpg;90;0.8774682198690961;0.8751345277949761;0.8774682198690961;41.10960958218893;0.01723023437923118;0.01723023437923118;0.04;22.76976562076882
corrected_2.jpg;91;0.9565423908456715;0.9621362059968158;0.9593311441717522;29.832867780352597;0.013746893717724263;0.014026910992807121;0.04;25.97308900719288
corrected_2.jpg;92;0.9793172096753304;0.9764112238899436;0.9706506856959026;39.20459156782532;0.018333387191330097;0.020278602609480355;0.04;19.721397390519645
corrected_2.jpg;93;0.9537698042055391;0.9537698042055391;0.9537698042055391;38.47076812334269;0.01757306196227942;0.01757306196227942;0.04;22.426938037720582
